Zone,Latitude,Longitude,Incident_Count,High_Severity,Medium_Severity,Dominant_Incident,Incident_Types,Hotspot_Score,Hotspot_Level
23.830_80.390,23.83,80.39,1,1,0,POTHOLE,1,13,NORMAL
